Genre;Employee or Third Party;Critical Risk;Month;Cleaned_Description;Potential Accident Level Encoded;Positions;Actions;Tools_and_equipment
Male;Third Party;Others;May;carry maneuver increase pipe line driller indicate assistant gilton introduce inner pipe drill assistant introduce inner pipe place hand box pipe driller noticing move pipe assistant hand open chuck rotation unit drop pipe imprison injure person right hand cause injury;4;driller, assistant, assistant;carry, maneuver, increase, indicate, introduce, place, open, rotation, drop, imprison, injure;pipe line, drill, inner pipe, box, chuck, rotation unit
Female;Third Party (Remote);Chemical substances;May;employee report climb access ladder operating room ustulation surprise projection sulfuric acid;4;Employee;report, climb access ladder, operating, surprise;ladder, sulfuric acid
Male;Third Party;Manual Tools;May;perform geological mapping activity necessary hammer rock analysis moment clerk hold it point fragment slip quirodactyl right hand cause superficial cut;1;Clerk;perform, hold, point, slip, cause;Hammer, Rock
Male;Third Party;Others;May;pm approximately nv cx mr helper jumbo remove drill rod drilling hole instant break chain subjection table drilling machine slide achieve rub index finger leave hand cause injury;4;helper;Drilling hole;Drill rod, Jumbo, Drilling machine
Male;Employee;Others;May;be approximately nv cx mr scoop observe polyethylene pipe throw road proceed low equipment find lift pipe hook right gable piece rock suspend lectrowelde mesh impacting operator right eyebrow cause injury;3;Operator;observe, throw, proceed, find, lift, hook, suspend, impact, cause;polyethylene pipe, equipment, piece of rock, electrowelded mesh
Female;Third Party (Remote);Chemical substances;May;conduct inspection evaluate activity carry pump house ustulation steam station hit sulfuric acid spill line locate pump house thermal recovery boiler;3;inspection;conduct inspection, spill;pump house, steam station, sulfuric acid spill line, thermal recovery boiler
Male;Third Party (Remote);Chemical substances;May;conduct inspection evaluate activity carry pump house ustulation steam station strike sulfuric acid spill line locate house thermal recovery boiler pump;3;inspection;conduct inspection, spill;pump house, steam station, sulfuric acid spill line, thermal recovery boiler
Male;Third Party;Manual Tools;May;employee sand piece electrolysis end operation protective cap disk spin leave hand;3;Employee;sand, protective, spin, leave hand;piece electrolysis, protective cap, disk
Male;Third Party (Remote);Manual Tools;May;die cut feeder pead geomembrane blanket weld seam store extruder stylet blade come direction leave forearm result blunt short injury;2;Employee;die cut, weld seam, store, come direction, leave forearm;pead geomembrane, blanket, extruder, stylet blade
Male;Third Party;Others;May;weld workshop level ex tunnel quinoa moment assistant raise wooden strut long diameter weight place work table height tread wooden strut place floor lose balance fall level lie laterally concrete wall cause bruise leave shoulder;3;assistant;raise, place, tread;wooden strut, work table, concrete wall
Male;Third Party (Remote);Chemical substances;May;sunday collaborator go medical center say accident day ago perform internal maintenance work heat exchanger define confine space risk burn acid leave confine space employee remove protective glove having pass emergency shower moment skin contact occur sulfate generate lesion;2;Collaborator;go, say, perform, define, confine, remove, pass, occur, generate;heat exchanger, protective glove, emergency shower, sulfate
Male;Third Party;Others;May;moment truck transport personnel company mceisa plate ajg move surface miss 50 m reach mouth gearbox respond driver stop truck inspect maintenance personnel time travel truck raise cabin manually change continue trip culminate task driver support maintenance personnel low cabin weight fall hit driver cabin hopper truck time accident employee wear safety helmet chin strap;4;driver, maintenance personnel;transport, move, miss, reach, respond, stop, inspect, raise, manually change, continue, culminate, fall, hit, wear;truck, gearbox, safety helmet
Male;Third Party;Others;May;complete welding work backhoe bucket hour glass moon welder feel slight discomfort eye transfer medical service evaluation accident welder facial mask welding;4;Welder;complete, feel, transfer, evaluate;backhoe bucket, welding equipment, hourglass, facial mask
Male;Employee;Others;May;employee milpo visit facility level wait personnel cage level drop water fall ceiling height meter approximately product slight filtration crown sustain shotcrete drop enter right eye cause discomfort right eye accord employee time accident lense remove clean they happen visit interior mine;2;Employee;visit facility;cage, shotcrete, lense, interior mine
Male;Third Party (Remote);Others;May;porvenir substation level assemble metal structure approximately kg support lift system operator try accommodate structure anchor base moment metallic structure slide direction injure Employee right hand produce slight right hand accretion head bolt base structure cause injury time accident operator use safety glove;4;Operator;assemble, lift, try, accommodate, anchor, slide, produce, cause, use;metal structure, support lift system, safety glove
Male;Employee;Others;May;employee perform carbon steel pipe mark activity helmet strike tube cause scalp wound impact helmet sheepskin;3;Employee;perform, mark, strike, cause;carbon steel pipe, helmet, sheepskin
Male;Employee;Blocking and isolation of energies;May;maintenance p205b pump projection silicate pulp reach right leg employee;3;Employee;maintenance;pump, silicate pulp
Male;Third Party;Fall prevention (same level);May;circumstance collaborator perform washing tabolas pot washing area suffer feel dizziness faintness cause fall level produce slight concussion head;1;Collaborator;perform, wash, suffer, feel, faint, cause, fall;tabolas, pot
Male;Third Party;Others;May;transit fuel tanker level level north ramp pass level operator feel right rear tire skid operator perform defensive maneuver truck hit leave gable cause injury describe time accident pilot copilot wear safety belt safety glass helmet;4;operator, pilot, copilot;pass, feel, skid, perform, maneuver, hit, leave, cause, describe;Truck, fuel tanker, safety belt, safety glass, helmet
Male;Third Party;Fall;May;field trip return work lunch employee wellfield company slip loose stone place moment intention balancing try hold tree fall right arm cause fracture distal end radius activity paralyze employee refer hospital paracatu undergo medical care;4;Employee;field trip;stone, tree
Male;Employee;Others;May;be approximately workshop mechanical maintenance surface mr boltec assistant mr cut link shorten distance chain hold injection hose resin instant see blade leave cut position affect second finger leave hand cause injury;3;assistant;cut link, hold injection hose resin, see blade, leave cut position;chain, injection hose resin, blade
Male;Employee;Others;May;test soft starter engine belt collaborator igor move site approximately fall trench electric cable 90 m deep find partially discover;3;Collaborator;Test soft starter engine belt;soft starter, engine, belt, electric cable
Male;Employee;Others;May;check voltage power outlet plug socket sure connection correct small electrical arc power cord cause slight burn right hand wrist protection system act immediately;5;Employee;Check voltage, Plug socket;power outlet, plug, socket, power cord, wrist protection system
Male;Third Party;Bees;May;ground team coordinate prospector assistant wila pm prong opening access collect soil sample come try divert meter right place moment diversion come marimbondo house he give time action thug agitate time ste head neck sting face allergy test verify allergic reaction wash affect return normal activity;1;prospector assistant;coordinate, opening access, collect soil sample, try divert, come marimbondo house;prong
Male;Third Party;Bees;May;geological reconnaissance activity farm mr team compose felipe normal activity encounter ciliary forest need enter forest verify rock outcrop front divine realize open access machete moment take bite neck attack allergic reaction continue work normally work complete leave forest access divine assistant attack snake suffer sting forehead moment move away area verify type allergic reaction return normal activity;1;Geological reconnaissance team, Assistant;Perform reconnaissance, Encounter, Enter, Verify, Realize, Use, Continue, Complete, Move away, Return;Rock, Machete
Male;Employee;Others;May;geological reconnaissance activity farm mr team compose felipe normal activity encounter ciliary forest need enter forest verify rock outcrop front divine realize open access machete moment take bite neck attack allergic reaction continue work normally work complete leave forest access divine assistant attack snake suffer sting forehead moment move away area verify type allergic reaction return normal activity;1;Geological reconnaissance team, Assistant;Perform reconnaissance, Encounter, Enter, Verify, Realize, Use, Continue, Complete, Move away, Return;Rock, Machete
Male;Employee;Cut;June;clerk peel pull sheet come strike 5th chirodactile leave hand tear pvc sleeve cause cut;3;clerk;peel, pull;sheet, PVC sleeve
Male;Employee;Cut;June;process washing material becker tip material break cause cut 5th finger right hand;3;Employee;process washing, break;becker tip
Male;Third Party;Others;June;circumstance collaborator perform cleaning ditch deep remove pipe hdpe material estimate weight kg collaborator push tube drain dune collaborator hit low right lip produce slight blow lip time event collaborator safety helmet glass glove;2;Collaborator;Perform cleaning, Remove, Push, Hit, Produce;HDPE pipe, Safety helmet, Glass, Glove
Male;Third Party;Others;June;pm approximately nv tecnomin winery mr alone cut wire no grinder previously remove protection guard disk inch diameter adapt disk crosscutter approximately inch originate traumatic amputation finger leave hand;5;Technician;Cut, Remove, Adapt, Originate;Wire, Grinder, Protection guard, Disk (inch diameter), Crosscutter
Male;Third Party;Others;June;field trip lajes target junior costa official step wooden stump ground approximately cm pierce boot wound sole right foot time accident employee ppe require activity hand free employee take hospital go medical care release return activity day work;2;Employee;field trip, step;wooden stump
Male;Employee;Others;June;level ore haul activity locomotive op2 bine times convoy travel hopper op1 assistant motorist ride saddle hold pole strike weakly split set suspend hdp pipeline gable work meter floor time accident assistant wear safety equipment wear seatbelt time accident set accompany movement path convoy;3;assistant, motorist;haul activity, ride saddle, hold pole, strike, set, suspend, work meter floor, accompany movement;locomotive, pole, hdp pipeline, saddle, convoy, hopper
Male;Employee;Fall prevention;June;employee work electrician management electrometallurgy suffer contusion right leg suffer slip height step staircase code ele abb furnace cat ladder immediately refer collaborator medical service treat;1;Employee, Electrician, Management, Collaborator;Work, Suffer, Slip, Refer, Treat;Code, Furnace, Ladder
Male;Third Party;Others;June;time Employee technician mr boltec cia want pass hand stacker sardinel technician pull hydraulic arm mr push nail equipment reach trench rim tie team turn forward fall technician;3;Technician;Pass, Pull, Push, Reach, Tie, Turn, Fall;Stacker, Sardinel, Hydraulic Arm, Nail, Equipment
Male;Employee;Others;June;circumstance employee connection electric cable no jumbo operator feel discomfort face clean hand rubber glove generate superficial laceration small wound leave cheekbone;1;Employee, Jumbo Operator;Connect, Feel Discomfort, Clean, Generate;Electric Cable, Rubber Glove
Male;Third Party;Others;June;phase iii concentrator plant maintenance personnel carry removal transmission belt flotation cell cleaning moment mechanic remove belt lean leave leg slide grating floor leave foot pipe generating lesion describe work carry floor level time accident staff safety equipment;3;Mechanic;Carry, Remove, Lean, Slide, Generate;Transmission Belt, Flotation Cell, Grating, Pipe
Male;Employee;Fall prevention (same level);June;approximately pm operator eustaquio fall metal platform give access tank d strong acid leach stage suffer luxofracture wrist leave lean floor hand operator direct tank strong acid leaching stage tk d verify entry spend taque;4;Operator;Fall, Give Access, Suffer, Lean, Verify;Metal Platform, Tank, Strong Acid, Leach Stage
Male;Third Party;Bees;June;project vazante carry sediment collection current south mata target drainage serra garrote team compose member wca company move collection point another inside shallow drainage see bee carton reaction away box quickly possible avoid sting run meter look safe area exit radius attack bee ss breno attack consequently suffer sting belly hand verify type allergic reaction return normal activity;1;Employee;Move, See, React, Avoid, Run, Look, Exit, Suffer, Verify, Return;Bee Carton
Male;Third Party;Others;June;project vazante carry sediment collection current south mata target drainage serra garrote team compose member wca company move collection point another inside shallow drainage see bee carton reaction away box quickly possible avoid sting run meter look safe area exit radius attack bee ss breno attack consequently suffer sting belly hand verify type allergic reaction return normal activity;1;Employee;Move, See, React, Avoid, Run, Look, Exit, Suffer, Verify, Return;Bee Carton
Male;Third Party (Remote);Manual Tools;June;employee report work brushcutter near stone blade equipment collide piece metal project leg cause injury leave leg;3;Employee;collide;brushcutter, blade, piece metal
Male;Employee;Others;June;mooring fanele detonate cord complete injure person proceed tie detonate cord safety guide slow wick distance meter work moment finish mooring rock bank 30 cm 50 cm 15 cm kg front height meter fall floor close injure disintegrate fragment 12cmx10cmx3 cm kg slide fragment rock impact leave leg victim time accident operator safety boot accompany supervisor;4;Operator;Detonate, Tie, Proceed, Complete, Finish, Work, Fall, Slide, Impact, Injure, Disintegrate, Accompany;Detonate Cord, Safety Guide, Wick, Safety Boot
Male;Third Party;Others;June;activity construction wall stopper mortar block improve ventilation intermediate zone moment bricklayer assistant prepare complete construction 05 m high wall wall block block fall scaffold mason assistant jump accumulation sand locate avoid hit block fall injury describe occur time accident mason assistant jump height floor work personal safety equipment reduce impact fall;4;Bricklayer, Assistant, Mason;Prepare, Complete, Improve, Fall, Jump, Locate, Avoid, Hit, Describe, Reduce Impact;Mortar, Wall Blocks, Scaffold, Sand, Personal Safety Equipment
Male;Third Party;Bees;June;geologo auxiliary travel evaluate geological point follow gps near drainage follow state highway give access area stop get vehicle point identify gps distance seven meter vehicle follow road surprised bite thorn face neck quickly hurried vehicle move away place clerk wear girdle goggle wear glove enter forest area allergic reaction;1;Geologist, Auxiliary, Clerk;Travel, Evaluate, Follow, Identify, Stop, Get, Move Away, Enter, React (Allergic);GPS, Vehicle, Girdle, Goggles, Gloves
Male;Third Party;Bees;June;geologist auxiliary travel field evaluate geological point follow gps near drainage follow state highway give access area stop get vehicle point identify gps mário distancing meter vehicle follow road surprised bite thorn face quickly hurried vehicle move away place clerk wear girdle goggle wear glove enter forest area allergic reaction;1;Geologist, Auxiliary, Clerk;Travel, Evaluate, Follow, Stop, Get, Identify, Distance, Move Away, Enter;GPS, Vehicle, Girdle, Goggles, Gloves
Male;Third Party;Bees;June;safety technical move field inspection activity way field pause team order know drainage point check safety get vehicle strike sting weed neck quickly return vehicle radio communication team distance place clerk wear legging glass allergic reaction;1;Clerk, Safety technical;Know drainage point, Strike sting weed neck;Vehicle, Radio, Leggings, Glasses
Male;Third Party;Bees;June;auxiliary travel field evaluate geological point follow gps near drainage follow state highway give access area stop get vehicle point identify gps distancing meter vehicle accompany geologist surprised bite blow neck quickly hurried vehicle move away place clerk wear girdle goggle wear glove enter forest area allergic reaction;1;Clerk, Geologist;Evaluate geological point, Give access area;GPS, Vehicle, Girdle, Goggles, Gloves
Male;Employee;Bees;June;travel field order geological mapping geologist accompany prospector stoop deviate vegetation time receive whistling sting they face neck allergic reaction activity follow normally event;1;Geologist;Travel, Conduct geological mapping, Stoop, Deviate vegetation, Receive sting, Follow activity normally;field order
Male;Third Party;Bees;June;move field geological mapping prospector accompany geologist stoop deviate vegetation moment receive whistle sting ring finger right hand allergic reaction activity follow normally event;1;Geologist;Move field, Conduct geological mapping, Stoop, Deviate vegetation, Receive whistle sting, Follow activity normally;field order
Male;Employee;"
Not applicable";June;approximately pm operator operator filter inform autoclave operator radio leak scruber autoclave iii feed stop control official initiate procedure close autoclave transfer valve flash tqs soon after break chicken project pulp hot reach employee inside room near equipment;5;Operator, Filter Operator, Autoclave Operator, Control Official;Inform (via radio), Stop feed, Initiate procedure, Close valve, Transfer, Break chicken, Project pulp;Radio, Scrubber, Autoclave, Valve, Flash TQS
Male;Third Party;Others;June;operator scissor leave equipment park level acc electrical problem maintenance personnel arrive electrician climbs control platform equipment perform verification hydraulic system confirm problem coordination mechanic decide perform test diesel system moment accidentally activate body arm movement lever cause drill arm downward generate left hand atricion support pivot tube generating lesion describe time accident electrician control platform mechanic ground level observe pressure diesel system pressure gauge;4;Mechanic, Operator;Leave equipment, Arrive, Climb control platform, Perform verification, Confirm problem, Decide perform test, Activate lever, Observe pressure;Scissor lift equipment, Control platform, Hydraulic system, Diesel system, Drill arm, Pivot tube, Pressure gauge
Male;Third Party;Others;June;mechanical technician proceed perform maintenance motor support tipper decide bring wooden block move temporary storage material locate tipper circumstance seek cue camera tire burst suddenly it right involved thunderous sound affect right ear Employee tire explode psi pressure approximately time event stack pneumatic second exploded present cut place energy release tire upper project tire leave previous guard night shift storage area roof place event affect mechanic locate at 2 m distance 70 m Employee area truck park suffer damage glass;3;Mechanic, Technician;Perform maintenance, Decide bring wooden block, Move temporary storage material, Seek cue camera, Tire burst, Tire explode;Motor support tipper, Wooden block, Tire, Pneumatic stack, Guard, Truck
Male;Third Party (Remote);Others;June;level access siemag camera roof times piquero civil operator look stilson key inside metal tool box open metal lid 1 m 6 m 7 m weight hand push lid backwards position right hand near base lid cause incentration fifth finger lid structure box height hinge time accident employee wear pad glove reduce consequence injury;3;Civil operator, Operator;Look for stilson key, Open metal lid, Push lid backwards;Stilson key, Metal tool box, Metal lid, Pad glove
Male;Employee;Manual Tools;June;handle lever sludge employee move make pendulum movement strike chin;2;Employee;move, make pendulum movement, strike;lever, sludge
Male;Third Party;Others;June;change rim position jumbo moment mechanical technician support electrician disengage bolt loosen fourth nut help lever metal tube diameter 8 m length weight kg bounce effect return initial position hit palm leave hand electrician technician cause injury employee time accident ppe include leather glove;3;Technician, Electrician;Change rim position, Disengage bolt, Loosen fourth nut, Help lever metal tube, Bounce effect, Return initial position, Hit palm;Jumbo, Lever, Metal tube, Leather glove
Male;Third Party;Others;June;circumstance operator scooptram proceed sit equipment closing door take right hand handrail place close door hinge closing trap Employee middle finger Employee time accident use leather safety glove;4;Operator;Sit equipment, Close door, Take handrail, Place door hinge, Closing trap;Handrail, Leather safety glove
Male;Employee;Others;June;plant work geho pump reducer accompany rotation shaft reducer mixed key wrench crown hit housing geho pump attribute union area ​​the fifth fourth finger welder right hand cause injury time accident equipment block employee leather glove;4;Welder;Accompany rotation shaft, Mixed key wrench, Hit housing, Attribute union area, Cause injury;Geho pump, Reducer, Key wrench, Crown, Leather glove
Male;Third Party;Others;July;access level installation activity hydraulic filling pipe diameter instal section height reference floor master hydraulic fill accident partner suffer attrition right hand upper edge scoop lamp roof work generate injury time accident employee rubber glove;5;Master, Partner;Install section, Fill pipe, Suffer attrition, Generate injury, Work;Hydraulic filling pipe, Scoop lamp, Rubber glove
Male;Third Party;Pressed;July;be mr support mechanic prepare place floor metal call rear bridge forklift moment move move generate blow middle finger leave hand;4;Mechanic;Prepare, Place, Move, Generate blow, Leave hand;Floor metal, Forklift
Male;Third Party;Others;June;level gallery perform manual unlock load Employee prepare cut sacrificial mesh expose previous turn shot place inch shear cut fifth suddenly strain wire mesh return face casionándole injury describe activity Employee safety glass;2;Employee;perform manual unlock load, prepare cut sacrificial mesh, expose previous turn, place inch shear, cut, strain wire mesh;sacrificial mesh, inch shear, wire mesh
Male;Employee;Others;July;circumstance adjutant scissor bolter come team ladder step slide approximate height fall sit floor time accident person involve use helmet rock material crash site;2;Adjutant, Scissor bolter;Come, Slide, Fall, Sit, Involve;Ladder, Scissor bolter, Rock material
Male;Third Party;Others;July;moment maperu truck plate f1 t return city pasco unit transport consultant meter main gate lane invade civilian vehicle make driver turn sharply right staff company impromec hot melt work pipe impacting collaborator cause injury describe time accident truck travel 37 km accord inthinc width road meter activity safety cone warn side road employee respective epp;5;Consultant, Staff company impromec, Collaborator;Transport, Turn sharply right, Work pipe;Truck, Civilian vehicle, Pipe, Safety cone
Male;Third Party;Others;July;moment maperu truck plate f1 t return city pasco unit transport consultant meter main gate lane invade civilian vehicle make driver turn sharply right staff company impromec hot melt work pipe impacting collaborator cause injury describe time accident truck travel 37 km accord inthinc width road meter activity safety cone warn side road employee respective epp;4;Consultant, Staff, Collaborator;eturn, Invade, Make turn, Impact, Cause injury, Describe, Travel, Warn;Truck, Plate, Safety cone
Male;Third Party;Manual Tools;July;approx hour operator opening wagon find hardened stake use bar approx 5 m remove it moment press bar hit hand;4;Operator;Opening, Find, Remove, Press, Hit;Wagon, Bar
Male;Third Party;Others;July;execution drill target bolt brjcldd0006 company servitecforaco probe july official moment maneuver fish material remove feeder water movement winch realize safety chain loose curl rod perform chain removal movement place leave hand hose cap hydraulic plate unlock inner tube abrupt movement chain push hand hydraulic plate cause injury ring finger hand lesion cause cut 4th quirodactyl need suture point close cut;4;Drill Target Bolt;Execute drill, Maneuver material, Remove feeder, Realize safety chain loose, Perform chain removal, Push hand hydraulic plate, Cause injury, cut;Probe, Winch, Safety chain, Hose cap, Hydraulic plate, Inner tube, Chain
Male;Third Party;Others;July;operator paste filling plant remove floor grate cm clean low floor remove close water valve block vacuum technician enter filter belt notice overflow ask operator reduce load mechanic keep walk notice floor fall void impact foot leave angle floor grate produce injury;4;Mechanic, Operator, Technician;Remove floor grate, Clean floor, Close water valve, Block vacuum, Enter filter belt, Notice overflow, Ask to reduce load, Keep walking, Notice floor fall, Impact foot, Produce injury;Floor grate, Water valve, Vacuum, Filter belt
Male;Third Party (Remote);Suspended Loads;July;accident occur time employee partner company carry unload operation bladder bag cut bag charge boom silo truck delivery mouth inner plastic bag surround content abruptly drop large material fall cone funnel cone fall injure man stand leg press body guard scaffold external medical attention verify fracture;4;Partner;Carry, Unload operation, Cut bag, Charge, Drop large material, Fall, Injure, Stand, Press body guard, Verify fracture;Bladder bag, Boom, Silo, Truck, Cone, Funnel, Plastic bag, Scaffold
Male;Employee;Others;July;level entrance locomotive workshop welder proceed inspect mining car identify no car bear problem inform partner finding decide enter car workshop operate swing arm type mona weight direction railway central op moment push rocker weight body right hand come contact rock produce injury describe time accident Employee wear safety glove pad;2;Welder;Inspect, Identify, Inform, Enter, Operate, Push, Contact, Produce injury, Describe;Mining car, Swing arm, Rocker, Safety glove, Pad
Female;Employee;Chemical substances;July;handle sample laboratory sleeve employee coat contact nitric acid absorb small come reach leave forearm cause 1st degree burn;2;Employee;Handle sample, Coat contact, Absorb small;Laboratory sleeve, Nitric acid
Male;Third Party;Others;July;level gallery hold activity bolter equipment no operator perform drill hole support right gable footdeep drill end drill rod break leave thread inside drilling machine shank operator assistant decide percussion attempt free thread shank success attempt assistant enter corrugate iron central hole rest bar embed shank generate pressure moment operator activate percussion generate movement shank hit palm victim leave hand generate describe injury Employee wear safety glove time accident end corrugate iron contact leave hand shape like cane Employee time accident position roof support mesh split set;4;Operator;Perform, Drill, Break, Leave, Attempt, Free, Embed, Generate, Activate, Hit, Describe, Split, Set;Bolter, Drill rod, Drilling machine, Percussion, Corrugate iron, Central hole, Rest bar, Safety glove
Male;Third Party;Fall prevention (same level);July;hour collaborator welder try inspect cracking point inlet g2143 laminator slips fall level hit face hand immediately transfer medical service evaluation;3;Collaborator, Welder;Try, Inspect, Slip, Fall, Hit, Transfer;Laminator
Male;Employee;Chemical substances;July;employee report drain ammonia refrigerant container water splash solution drain face;3;Employee;Drain ammonia, Splash solution;Refrigerant container, Water
Female;Employee;Traffic;July;eusébio bridge sudden braking car brake quickly collaborator car fail stop time collide rear car ahead 40 km hour;2;Collaborator;Brake, Fail to stop, Collide;Car
Male;Third Party (Remote);Pressurized Systems;July;torch cut activity new evaporator treatment fixing rupture hose near torch pen cause injury;2;Employee;Torch cut activity, Fixing rupture hose;Torch, Hose, Pen
Male;Employee;Others;July;times mill operator proceed remove vitaulic flange connect suction pipe pump housing 8b intention desande system remove flange mineral pulp come pressure impact face wrist leave hand generating lesion describe time accident secondary mill no pump block maintenance work mill operator safety glass;4;Operator, Mill Operator;Proceed to remove flange, Connect suction pipe, Remove flange, Face impact, Generate lesion;Vitaulic flange, Suction pipe, Pump housing, Safety glass
Male;Employee;Others;July;level access area operator scissor team no prepare present second mesh continue support work operator pull support mesh share length equally side equipment moment roof work rock weigh approximately kg fall support mesh slide right spoiler result mesh push operator kneeling floor platform generate lesion describe rock fall directly impact operator squat position operator move away area walking mean support assistant;4;Operator, Support assistant;Prepare mesh, Support work, Pull support mesh, Share length equally, Slide, Fall, Impact, Push, Move away, Walk;Support mesh, Equipment, Rock
Male;Employee;Others;July;employee report initiate 615rlc loading activity elevation aerial work platform rock fragment roof gallery drop reach face cause lesion;2;Employee;Report, Initiate loading activity;615rlc, Aerial work platform
Male;Third Party (Remote);Others;August;open access ladder people carry employee right hand press support bracket same suffering superficial injury;3;Employee;Open access ladder, Carry, Press support bracket;Access ladder, Support bracket
Female;Third Party;Manual Tools;August;employee partner company report cut watermelon injure 2nd chirodactilo left hand knife;3;Employee partner;Report, Cut watermelon;Knife
Male;Third Party;Bees;August;mince team carry activity city juína coordinate mining technician felipe time mining technician line away team bite blackjack leave face allergic manifestation team continue work afternoon lunch employee seek medical care medicate release continue activity day;1;Mining technician;Coordinate, Carry, Line away, Bite, Seek medical care, Medicate, Continue activity;Blackjack
Male;Third Party;Others;August;time Employee clean long hole production mesh negative remove polyethylene pipe suffer clog inside drill product compress air pressure release ejecting detritus fragment rock inside hole impact Employee forehead cause cut;3;Employee;Clean long hole, Remove polyethylene pipe;Polyethylene pipe, Drill, Compressed air pressure
Male;Employee;Cut;August;remove cap wear plate warman pump leave hand employee glove slip come contact cut board;2;Employee;Remove cap, Wear plate;Warman pump, Glove, Board
Male;Third Party (Remote);Others;August;withdrawal fix jaw wedge crusher 41br01 hoisting device hook break cause steel cable overhead crane strike leave hand employee;4;Employee;Withdrawal, Fix, Handling the hook, Dealing with the steel cable;Hoisting device hook, Steel cable, Overhead crane
Female;Employee;Others;August;leave company employee stumble exit ladder building fall step cause twisting ankle grate cinnamon;4;Employee;Stumble;Exit ladder, Grate
Male;Employee;Others;August;ore transport work op2 bine having fill tenth mining car ore assistant position platform hopper op2 place wooden board piston chain avoid fall fine track time fragment rock 10cmx8 cm cm kg roll load hit distal phalanx fourth finger leave hand assistant time accident wear safety glove pad type hopper op2 time accident zero energy;4;Assistant, Operator;Fill mining car, Position platform, Place wooden board, Avoid fall, Roll load, Hit finger, Wear safety glove and pad, Inspect;Wooden board, Piston, Chain, Safety glove, Pad
Male;Third Party;Others;August;circumstance drill assistant proceed assemble inner tube barel injure person retract inner tube head throw manually catheter inclination continue perforation moment glove leave hand hook speart point push left hand edge box barel originate injury time accident injure employee rubber glove work area light;4;Drill assistant;Retract;Inner tube, Barrel, Hook, Spear point, Box
Male;Employee;Projection;August;employee mr opening visit unclog moment occur projection hot material occur accident;3;Employee;Unclog;projection, hot material
Male;Third Party;Others;August;maintain ramp placing cloth overlap previous mesh operator check work front return team coordinate assistant time fragment rock weight kg nonsustained area detach impact arm team reach bounce collaborator cause injury involve use epps time incident assistant team prepare support mesh;4;Operator, Assistant;Maintain ramp, Place cloth, Overlap mesh, Check work, Coordinate, Detach impact, Prepare support mesh;Cloth, Mesh, EPPs (Personal Protective Equipment)
Male;Employee;Others;August;level access a2 operator scissor perform support crown time piece rock 13cmx6cmx2 cm 54 g pass cocada support mesh height meter platform team break particle reach right eye cause injury;3;Operator;Perform support, Pass support mesh, Break particle;Scissor, Support mesh
Male;Employee;Others;August;level access operator scissor carry support right gable platform arrange place set drill squat position introduce bolt moment cocada support mesh fall crown piece rock 5cmx4cmx2 cm 112gr approximate height impact cervical region collaborator cause lesion describe time accident crown hold collaborator safety glass glove;3;Collaborator, Operator;Carry support, Arrange place, Set drill, Squat position, Introduce bolt, Fall, Impact cervical region;Scissor, Support mesh, Drill, Bolt, Safety glass, Glove
Male;Employee;Pressed;August;employee perform cut activity carbon steel pipe attach band see machine uneven weight distribution tube move downward end project upwards press thumb;3;Employee;Perform cut activity, Attach band, See machine uneven weight distribution;Carbon steel pipe, Band, Machine
Male;Employee;Cut;August;servant remove dish bowl sink pick set plate break broken edge cause injury 3rd chiropactyl right hand;2;Servant;Remove dish, Set plate;Dish, Bowl, Sink, Plate
Male;Employee;Others;August;time collaborator perform evacuation inchancable mine present strip phase notice piece support mesh position frame return belt attempt remove mesh belt movement metal rake support mesh yield move direction rotation return belt hit collaborator hand metal structure cause contusion leave hand time accident employee leather glove;4;Collaborator;Perform evacuation, Notice piece, Attempt remove mesh, Remove belt, Attempt remove mesh, Yield move, Hit hand, Cause contusion;Support mesh, Metal rake, Metal structure, Leather glove
Male;Employee;Others;August;topographic survey stp east zone victim coEmployee decide continue work stp west injure person walk coEmployee meter arrive loading zone intersection injure person ask sccop operator stop pass equipment stop victim pass partner stuck gable try avoid accumulation water take step puddle injure person step false fall floor cause injury;2;Operator;Continue work, Injure person, Arrive, Ask to stop, Pass equipment, Try avoid accumulation, Step, Fall, Cause injury;Equipment
Male;Employee;Chemical substances;August;employee report carry activity area ​​the expedition remove overall contact material contaminate sleeve cause 1st degree burn right forearm;2;Employee;Report, Carry activity;Sleeve
Male;Employee;Pressurized Systems / Chemical Substances;August;hour row cell suction partner remove suction hose untimely splash electrolyte solution leave eye immediately refer medical service;2;Partner;Splash;Electrolyte solution
Female;Third Party (Remote);Others;August;execution area clean activity hoe employee hit fix metal structure area come reach abdoman leave;2;Employee;Clean activity, Fix;Hoe, Metal structure
Male;Third Party;Others;August;collaborator cleaning sink copper repulpe area moment fill truck shovel project sludge lense soil obstruct vision Employee indicate remove lense clean they mud particle enter leave eye cause discomfort refer medical center correspond attention;2;Collaborator;Cleaning, Fill, Shovel, Indicate, Remove, Clean, Enter, Cause discomfort, Refer;Sink, Truck, Shovel, Lens
Male;Third Party (Remote);Manual Tools;September;clerk cut excess fiberglass pass box contact blade marble see cut glove cause wound right hand;4;Clerk;Pass box, Contact blade;Fiberglass, Blade, Glove, Box
Male;Third Party;Others;September;level unicon plant collaborator shuttering work concrete water sedimentation basin moment nail wood supply inch strip feel metallic hammer loosen wooden handle fix it grab hammer head hit handle vertically wood generating injury time accident employee use safety glove;1;Collaborator;Work, Nail, Feel, Loosen, Fix, Grab, Hit, Generate injury;Hammer, Wood, Nail, Safety glove
