Potential Accident Level Encoded,Genre_Female,Genre_Male,Employee or Third Party_Employee,Employee or Third Party_Third Party,Employee or Third Party_Third Party (Remote),"Critical Risk_
Not applicable",Critical Risk_Bees,Critical Risk_Blocking and isolation of energies,Critical Risk_Burn,Critical Risk_Chemical substances,Critical Risk_Confined space,Critical Risk_Cut,Critical Risk_Electrical Shock,Critical Risk_Electrical installation,Critical Risk_Fall,Critical Risk_Fall prevention,Critical Risk_Fall prevention (same level),Critical Risk_Individual protection equipment,Critical Risk_Liquid Metal,Critical Risk_Machine Protection,Critical Risk_Manual Tools,Critical Risk_Others,Critical Risk_Plates,Critical Risk_Poll,Critical Risk_Power lock,Critical Risk_Pressed,Critical Risk_Pressurized Systems,Critical Risk_Pressurized Systems / Chemical Substances,Critical Risk_Projection,Critical Risk_Projection of fragments,Critical Risk_Projection/Burning,Critical Risk_Projection/Choco,Critical Risk_Projection/Manual Tools,Critical Risk_Suspended Loads,Critical Risk_Traffic,Critical Risk_Vehicles and Mobile Equipment,Critical Risk_Venomous Animals,Critical Risk_remains of choco,Month_April,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,Cleaned_Description
3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,pm approximately ob5 mr service instant pick cat position truck crane plate acl raise right hand low cat indexed index finger leave hand body cylinder valve cat valve turntable upper part
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,employee report place air lance tank open manual air valve projection acid solution heat reach left thigh
2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,injure woman perform clean cleaning sink collection room pierce finger fragment glass
3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,discharge sodium hydroxide disconnect employee place demineralization suction pump turn off receive projection pump sensor cause 1st degree burn
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,mr operator concrete throwing team alpha shoot shotcrete work nv ob1 apply m3 realize additive come mix direct lift cover passage valve inch thickness approximately kg verify valve open release lid hit finger leave hand base cause injury
4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,employee perform return load entrance debark machine try align cathode press right hand
2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,injure worker begin work present support mesh cloth floor make initial cut mesh section ponchos originate remain mesh wick tip prong protrude try second mesh cut position edge remain mesh wick prevent curl point try shear remove right foot mesh cause mesh roll embed wick tip pole leave boot cause injury time accident worker wear safety boot
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,ddh chamber company explomin locate level socorro ramp worker assistant drillerwas dismantle fifth drill nq meter steel weight kg stilson key no moment operator operate rotation unit drill rotate press left hand worker base holder cause injury leave hand time accident drill assistant rubber glove
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,carry maneuver increase pipe line driller indicate assistant gilton introduce inner pipe drill assistant introduce inner pipe place hand box pipe driller noticing move pipe assistant hand open chuck rotation unit drop pipe imprison injure person right hand cause injury
4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,employee report climb access ladder operating room ustulation surprise projection sulfuric acid
1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,perform geological mapping activity necessary hammer rock analysis moment clerk hold it point fragment slip quirodactyl right hand cause superficial cut
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,pm approximately nv cx mr helper jumbo remove drill rod drilling hole instant break chain subjection table drilling machine slide achieve rub index finger leave hand cause injury
3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,be approximately nv cx mr scoop observe polyethylene pipe throw road proceed low equipment find lift pipe hook right gable piece rock suspend lectrowelde mesh impacting operator right eyebrow cause injury
3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,conduct inspection evaluate activity carry pump house ustulation steam station hit sulfuric acid spill line locate pump house thermal recovery boiler
3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,conduct inspection evaluate activity carry pump house ustulation steam station strike sulfuric acid spill line locate house thermal recovery boiler pump
3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,employee sand piece electrolysis end operation protective cap disk spin leave hand
2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,die cut feeder pead geomembrane blanket weld seam store extruder stylet blade come direction leave forearm result blunt short injury
3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,weld workshop level ex tunnel quinoa moment assistant raise wooden strut long diameter weight place work table height tread wooden strut place floor lose balance fall level lie laterally concrete wall cause bruise leave shoulder
2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,sunday collaborator go medical center say accident day ago perform internal maintenance work heat exchanger define confine space risk burn acid leave confine space employee remove protective glove having pass emergency shower moment skin contact occur sulfate generate lesion
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,moment truck transport personnel company mceisa plate ajg move surface miss 50 m reach mouth gearbox respond driver stop truck inspect maintenance personnel time travel truck raise cabin manually change continue trip culminate task driver support maintenance personnel low cabin weight fall hit driver cabin hopper truck time accident employee wear safety helmet chin strap
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,complete welding work backhoe bucket hour glass moon welder feel slight discomfort eye transfer medical service evaluation accident welder facial mask welding
2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,employee milpo visit facility level wait personnel cage level drop water fall ceiling height meter approximately product slight filtration crown sustain shotcrete drop enter right eye cause discomfort right eye accord employee time accident lense remove clean they happen visit interior mine
4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,porvenir substation level assemble metal structure approximately kg support lift system operator try accommodate structure anchor base moment metallic structure slide direction injure worker right hand produce slight right hand accretion head bolt base structure cause injury time accident operator use safety glove
3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,employee perform carbon steel pipe mark activity helmet strike tube cause scalp wound impact helmet sheepskin
3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,maintenance p205b pump projection silicate pulp reach right leg employee
1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,circumstance collaborator perform washing tabolas pot washing area suffer feel dizziness faintness cause fall level produce slight concussion head
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,transit fuel tanker level level north ramp pass level operator feel right rear tire skid operator perform defensive maneuver truck hit leave gable cause injury describe time accident pilot copilot wear safety belt safety glass helmet
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,field trip return work lunch employee wellfield company slip loose stone place moment intention balancing try hold tree fall right arm cause fracture distal end radius activity paralyze employee refer hospital paracatu undergo medical care
3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,be approximately workshop mechanical maintenance surface mr boltec assistant mr cut link shorten distance chain hold injection hose resin instant see blade leave cut position affect second finger leave hand cause injury
3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,test soft starter engine belt collaborator igor move site approximately fall trench electric cable 90 m deep find partially discover
5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,check voltage power outlet plug socket sure connection correct small electrical arc power cord cause slight burn right hand wrist protection system act immediately
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,ground team coordinate prospector assistant wila pm prong opening access collect soil sample come try divert meter right place moment diversion come marimbondo house he give time action thug agitate time ste head neck sting face allergy test verify allergic reaction wash affect return normal activity
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,geological reconnaissance activity farm mr team compose felipe normal activity encounter ciliary forest need enter forest verify rock outcrop front divine realize open access machete moment take bite neck attack allergic reaction continue work normally work complete leave forest access divine assistant attack snake suffer sting forehead moment move away area verify type allergic reaction return normal activity
1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,geological reconnaissance activity farm mr team compose felipe normal activity encounter ciliary forest need enter forest verify rock outcrop front divine realize open access machete moment take bite neck attack allergic reaction continue work normally work complete leave forest access divine assistant attack snake suffer sting forehead moment move away area verify type allergic reaction return normal activity
3,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,clerk peel pull sheet come strike 5th chirodactile leave hand tear pvc sleeve cause cut
3,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,process washing material becker tip material break cause cut 5th finger right hand
2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,circumstance collaborator perform cleaning ditch deep remove pipe hdpe material estimate weight kg collaborator push tube drain dune collaborator hit low right lip produce slight blow lip time event collaborator safety helmet glass glove
5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,pm approximately nv tecnomin winery mr alone cut wire no grinder previously remove protection guard disk inch diameter adapt disk crosscutter approximately inch originate traumatic amputation finger leave hand
2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,field trip lajes target junior costa official step wooden stump ground approximately cm pierce boot wound sole right foot time accident employee ppe require activity hand free employee take hospital go medical care release return activity day work
3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,level ore haul activity locomotive op2 bine times convoy travel hopper op1 assistant motorist ride saddle hold pole strike weakly split set suspend hdp pipeline gable work meter floor time accident assistant wear safety equipment wear seatbelt time accident set accompany movement path convoy
1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,employee work electrician management electrometallurgy suffer contusion right leg suffer slip height step staircase code ele abb furnace cat ladder immediately refer collaborator medical service treat
3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,time worker technician mr boltec cia want pass hand stacker sardinel technician pull hydraulic arm mr push nail equipment reach trench rim tie team turn forward fall technician
1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,circumstance employee connection electric cable no jumbo operator feel discomfort face clean hand rubber glove generate superficial laceration small wound leave cheekbone
3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,phase iii concentrator plant maintenance personnel carry removal transmission belt flotation cell cleaning moment mechanic remove belt lean leave leg slide grating floor leave foot pipe generating lesion describe work carry floor level time accident staff safety equipment
4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,approximately pm operator eustaquio fall metal platform give access tank d strong acid leach stage suffer luxofracture wrist leave lean floor hand operator direct tank strong acid leaching stage tk d verify entry spend taque
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,project vazante carry sediment collection current south mata target drainage serra garrote team compose member wca company move collection point another inside shallow drainage see bee carton reaction away box quickly possible avoid sting run meter look safe area exit radius attack bee ss breno attack consequently suffer sting belly hand verify type allergic reaction return normal activity
1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,project vazante carry sediment collection current south mata target drainage serra garrote team compose member wca company move collection point another inside shallow drainage see bee carton reaction away box quickly possible avoid sting run meter look safe area exit radius attack bee ss breno attack consequently suffer sting belly hand verify type allergic reaction return normal activity
3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,employee report work brushcutter near stone blade equipment collide piece metal project leg cause injury leave leg
4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,mooring fanele detonate cord complete injure person proceed tie detonate cord safety guide slow wick distance meter work moment finish mooring rock bank 30 cm 50 cm 15 cm kg front height meter fall floor close injure disintegrate fragment 12cmx10cmx3 cm kg slide fragment rock impact leave leg victim time accident operator safety boot accompany supervisor
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,activity construction wall stopper mortar block improve ventilation intermediate zone moment bricklayer assistant prepare complete construction 05 m high wall wall block block fall scaffold mason assistant jump accumulation sand locate avoid hit block fall injury describe occur time accident mason assistant jump height floor work personal safety equipment reduce impact fall
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,geologo auxiliary travel evaluate geological point follow gps near drainage follow state highway give access area stop get vehicle point identify gps distance seven meter vehicle follow road surprised bite thorn face neck quickly hurried vehicle move away place clerk wear girdle goggle wear glove enter forest area allergic reaction
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,geologist auxiliary travel field evaluate geological point follow gps near drainage follow state highway give access area stop get vehicle point identify gps mário distancing meter vehicle follow road surprised bite thorn face quickly hurried vehicle move away place clerk wear girdle goggle wear glove enter forest area allergic reaction
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,safety technical move field inspection activity way field pause team order know drainage point check safety get vehicle strike sting weed neck quickly return vehicle radio communication team distance place clerk wear legging glass allergic reaction
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,auxiliary travel field evaluate geological point follow gps near drainage follow state highway give access area stop get vehicle point identify gps distancing meter vehicle accompany geologist surprised bite blow neck quickly hurried vehicle move away place clerk wear girdle goggle wear glove enter forest area allergic reaction
1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,travel field order geological mapping geologist accompany prospector stoop deviate vegetation time receive whistling sting they face neck allergic reaction activity follow normally event
1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,move field geological mapping prospector accompany geologist stoop deviate vegetation moment receive whistle sting ring finger right hand allergic reaction activity follow normally event
5,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,approximately pm operator operator filter inform autoclave operator radio leak scruber autoclave iii feed stop control official initiate procedure close autoclave transfer valve flash tqs soon after break chicken project pulp hot reach employee inside room near equipment
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,operator scissor leave equipment park level acc electrical problem maintenance personnel arrive electrician climbs control platform equipment perform verification hydraulic system confirm problem coordination mechanic decide perform test diesel system moment accidentally activate body arm movement lever cause drill arm downward generate left hand atricion support pivot tube generating lesion describe time accident electrician control platform mechanic ground level observe pressure diesel system pressure gauge
3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,mechanical technician proceed perform maintenance motor support tipper decide bring wooden block move temporary storage material locate tipper circumstance seek cue camera tire burst suddenly it right involved thunderous sound affect right ear worker tire explode psi pressure approximately time event stack pneumatic second exploded present cut place energy release tire upper project tire leave previous guard night shift storage area roof place event affect mechanic locate at 2 m distance 70 m worker area truck park suffer damage glass
3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,level access siemag camera roof times piquero civil operator look stilson key inside metal tool box open metal lid 1 m 6 m 7 m weight hand push lid backwards position right hand near base lid cause incentration fifth finger lid structure box height hinge time accident employee wear pad glove reduce consequence injury
2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,handle lever sludge employee move make pendulum movement strike chin
3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,change rim position jumbo moment mechanical technician support electrician disengage bolt loosen fourth nut help lever metal tube diameter 8 m length weight kg bounce effect return initial position hit palm leave hand electrician technician cause injury employee time accident ppe include leather glove
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,circumstance operator scooptram proceed sit equipment closing door take right hand handrail place close door hinge closing trap worker middle finger worker time accident use leather safety glove
4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,plant work geho pump reducer accompany rotation shaft reducer mixed key wrench crown hit housing geho pump attribute union area ​​the fifth fourth finger welder right hand cause injury time accident equipment block employee leather glove
5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,access level installation activity hydraulic filling pipe diameter instal section height reference floor master hydraulic fill accident partner suffer attrition right hand upper edge scoop lamp roof work generate injury time accident employee rubber glove
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,be mr support mechanic prepare place floor metal call rear bridge forklift moment move move generate blow middle finger leave hand
2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,level gallery perform manual unlock load worker prepare cut sacrificial mesh expose previous turn shot place inch shear cut fifth suddenly strain wire mesh return face casionándole injury describe activity worker safety glass
2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,circumstance adjutant scissor bolter come team ladder step slide approximate height fall sit floor time accident person involve use helmet rock material crash site
5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,moment maperu truck plate f1 t return city pasco unit transport consultant meter main gate lane invade civilian vehicle make driver turn sharply right staff company impromec hot melt work pipe impacting collaborator cause injury describe time accident truck travel 37 km accord inthinc width road meter activity safety cone warn side road employee respective epp
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,moment maperu truck plate f1 t return city pasco unit transport consultant meter main gate lane invade civilian vehicle make driver turn sharply right staff company impromec hot melt work pipe impacting collaborator cause injury describe time accident truck travel 37 km accord inthinc width road meter activity safety cone warn side road employee respective epp
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,approx hour operator opening wagon find hardened stake use bar approx 5 m remove it moment press bar hit hand
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,execution drill target bolt brjcldd0006 company servitecforaco probe july official moment maneuver fish material remove feeder water movement winch realize safety chain loose curl rod perform chain removal movement place leave hand hose cap hydraulic plate unlock inner tube abrupt movement chain push hand hydraulic plate cause injury ring finger hand lesion cause cut 4th quirodactyl need suture point close cut
4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,operator paste filling plant remove floor grate cm clean low floor remove close water valve block vacuum technician enter filter belt notice overflow ask operator reduce load mechanic keep walk notice floor fall void impact foot leave angle floor grate produce injury
4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,accident occur time employee partner company carry unload operation bladder bag cut bag charge boom silo truck delivery mouth inner plastic bag surround content abruptly drop large material fall cone funnel cone fall injure man stand leg press body guard scaffold external medical attention verify fracture
2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,level entrance locomotive workshop welder proceed inspect mining car identify no car bear problem inform partner finding decide enter car workshop operate swing arm type mona weight direction railway central op moment push rocker weight body right hand come contact rock produce injury describe time accident worker wear safety glove pad
